ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG2099	Whispovirus	Genus	286.9	218.7
ViPhOG9882	Muromegalovirus	Genus	119.4	nan
ViPhOG13768	Webervirus	Genus	160.1	45.2
ViPhOG23107	Septimatrevirus	Genus	274.0	nan
ViPhOG24274	Phikmvvirus	Genus	110.1	42.3
ViPhOG29302	Homburgvirus	Genus	109.6	41.0
ViPhOG4009	Muromegalovirus	Genus	157.9	nan
ViPhOG25897	Betaentomopoxvirus	Genus	226.7	86.7
ViPhOG13813	Webervirus	Genus	76.2	31.7
ViPhOG23701	Vequintavirus	Genus	235.4	35.5
ViPhOG30146	Kayvirus	Genus	121.5	73.8
ViPhOG17568	Mimivirus	Genus	161.8	34.4
ViPhOG29172	Certrevirus	Genus	167.1	37.3
ViPhOG15778	Alphabaculovirus	Genus	241.2	nan
ViPhOG13967	Omegavirus	Genus	115.2	35.2
ViPhOG3972	Muromegalovirus	Genus	230.1	nan
ViPhOG3110	Alphabaculovirus	Genus	33.1	nan
ViPhOG3922	Asfivirus	Genus	506.8	nan
ViPhOG28119	Efquatrovirus	Genus	108.1	33.0
ViPhOG13207	Mimivirus	Genus	132.4	45.0
ViPhOG9601	Alphabaculovirus	Genus	90.0	nan
ViPhOG4100	Muromegalovirus	Genus	1585.7	nan
ViPhOG2327	Whispovirus	Genus	1140.9	138.9
ViPhOG11210	Kostyavirus	Genus	288.9	nan
ViPhOG4010	Muromegalovirus	Genus	165.0	nan
ViPhOG8702	Pecentumvirus	Genus	549.5	nan
ViPhOG29904	Phicbkvirus	Genus	210.8	nan
ViPhOG17563	Mimivirus	Genus	134.0	39.9
ViPhOG8184	Mimivirus	Genus	292.0	33.6
ViPhOG8723	Pecentumvirus	Genus	61.0	nan
ViPhOG18031	Andromedavirus	Genus	128.4	67.4
ViPhOG8130	Mimivirus	Genus	257.3	134.5
ViPhOG11228	Parapoxvirus	Genus	119.3	37.9
ViPhOG23552	Vequintavirus	Genus	76.1	34.1
ViPhOG30007	Phicbkvirus	Genus	123.5	38.9
ViPhOG2440	Ranavirus	Genus	89.1	34.4
ViPhOG29587	Bequatrovirus	Genus	179.6	56.8
ViPhOG25043	Chlorovirus	Genus	76.0	57.7
ViPhOG4168	Muromegalovirus	Genus	757.3	nan
ViPhOG4034	Muromegalovirus	Genus	34.4	nan
ViPhOG8137	Mimivirus	Genus	174.9	33.7
ViPhOG9922	Ranavirus	Genus	78.1	31.6
ViPhOG4181	Cyprinivirus	Genus	73.7	nan
ViPhOG11908	Slopekvirus	Genus	150.3	71.9
ViPhOG17652	Mimivirus	Genus	180.2	nan
ViPhOG8008	Mimivirus	Genus	187.9	50.6
ViPhOG7287	Mimivirus	Genus	138.3	34.6
ViPhOG29649	Tequatrovirus	Genus	129.7	nan
ViPhOG24331	Coopervirus	Genus	156.3	124.9
ViPhOG18734	Bronvirus	Genus	105.3	nan
ViPhOG15291	Mimivirus	Genus	451.8	264.5
ViPhOG22194	Betabaculovirus	Genus	34.4	nan
ViPhOG25119	Chlorovirus	Genus	61.8	38.5
ViPhOG22463	Parapoxvirus	Genus	36.8	nan
ViPhOG6661	Varicellovirus	Genus	138.9	nan
ViPhOG17655	Mimivirus	Genus	70.4	nan
ViPhOG30154	Cequinquevirus	Genus	270.0	163.7
ViPhOG22072	Ephemerovirus	Genus	40.6	35.1
ViPhOG8642	Pecentumvirus	Genus	108.2	53.9
ViPhOG1358	Lentivirus	Genus	351.5	126.5
ViPhOG27835	Prasinovirus	Genus	33.3	nan
ViPhOG28092	Dhillonvirus	Genus	83.5	53.2
ViPhOG20418	Marseillevirus	Genus	49.1	38.5
ViPhOG1370	Tungrovirus	Genus	381.0	59.9
ViPhOG22731	Seuratvirus	Genus	178.9	166.3
ViPhOG3572	Rudivirus	Genus	137.3	125.5
ViPhOG30948	Bastillevirus	Genus	126.3	117.7
ViPhOG3607	Rudivirus	Genus	345.9	39.6
ViPhOG2135	Whispovirus	Genus	325.8	316.6
ViPhOG7406	Mimivirus	Genus	883.4	nan
ViPhOG17760	Varicellovirus	Genus	102.3	nan
ViPhOG7736	Mimivirus	Genus	93.0	35.2
ViPhOG2323	Whispovirus	Genus	958.6	123.7
ViPhOG17312	Mimivirus	Genus	115.9	40.7
ViPhOG3975	Muromegalovirus	Genus	104.9	42.4
ViPhOG7853	Mimivirus	Genus	213.2	41.8
ViPhOG23715	Vequintavirus	Genus	154.4	38.3
ViPhOG25217	Chlorovirus	Genus	167.9	41.9
ViPhOG8759	Pecentumvirus	Genus	239.8	58.7
ViPhOG25054	Chlorovirus	Genus	229.9	36.9
ViPhOG29196	Certrevirus	Genus	75.7	40.7
ViPhOG20036	Marseillevirus	Genus	98.1	85.6
ViPhOG29892	Phicbkvirus	Genus	199.3	56.4
ViPhOG19175	Pandoravirus	Genus	402.2	nan
ViPhOG23693	Vequintavirus	Genus	302.0	nan
ViPhOG8788	Pecentumvirus	Genus	157.3	55.3
ViPhOG3929	Asfivirus	Genus	204.0	nan
ViPhOG24294	Phikmvvirus	Genus	201.1	nan
ViPhOG10117	Cytomegalovirus	Genus	135.2	32.8
ViPhOG4056	Muromegalovirus	Genus	193.3	nan
ViPhOG29543	Wphvirus	Genus	48.8	nan
ViPhOG10188	Circovirus	Genus	232.4	nan
ViPhOG29047	Dhillonvirus	Genus	160.9	nan
ViPhOG21994	Corndogvirus	Genus	145.9	59.9
ViPhOG9559	Betacoronavirus	Genus	207.1	198.3
ViPhOG30087	Phicbkvirus	Genus	359.8	nan
ViPhOG4011	Muromegalovirus	Genus	165.0	nan
ViPhOG27416	Yuavirus	Genus	206.3	175.6
ViPhOG24286	Phikmvvirus	Genus	294.1	32.5
ViPhOG30383	Erskinevirus	Genus	265.6	256.3
ViPhOG7008	Mimivirus	Genus	126.9	92.3
ViPhOG11281	Unaquatrovirus	Genus	123.1	50.1
ViPhOG23573	Vequintavirus	Genus	195.5	34.8
ViPhOG23330	Drulisvirus	Genus	127.4	nan
ViPhOG6496	Mardivirus	Genus	251.1	nan
ViPhOG1120	Lymphocryptovirus	Genus	210.1	nan
ViPhOG26023	Iridovirus	Genus	1127.1	851.3
ViPhOG25894	Betaentomopoxvirus	Genus	178.2	147.0
ViPhOG9883	Muromegalovirus	Genus	105.8	38.8
ViPhOG24261	Phikmvvirus	Genus	107.1	33.9
ViPhOG27074	Kayvirus	Genus	154.3	111.6
ViPhOG8715	Pecentumvirus	Genus	539.0	nan
ViPhOG20658	Alphabaculovirus	Genus	101.9	52.9
ViPhOG7005	Mimivirus	Genus	283.3	45.4
ViPhOG19123	Pandoravirus	Genus	252.5	41.5
ViPhOG15281	Mimivirus	Genus	139.0	90.9
ViPhOG4175	Muromegalovirus	Genus	193.2	34.0
ViPhOG13686	Kolesnikvirus	Genus	166.5	148.0
ViPhOG8129	Mimivirus	Genus	424.8	129.8
ViPhOG22078	Alcyoneusvirus	Genus	139.2	136.7
ViPhOG10682	Kayvirus	Genus	63.3	nan
ViPhOG15992	Tsarbombavirus	Genus	163.7	146.7
ViPhOG29629	Bequatrovirus	Genus	167.0	134.5
ViPhOG24315	Coopervirus	Genus	192.0	187.3
ViPhOG15677	Iltovirus	Genus	132.7	37.7
ViPhOG8714	Pecentumvirus	Genus	248.4	40.9
ViPhOG29875	Phicbkvirus	Genus	429.1	nan
ViPhOG11214	Parapoxvirus	Genus	134.1	nan
ViPhOG17342	Mimivirus	Genus	92.5	42.1
ViPhOG6663	Varicellovirus	Genus	167.3	nan
ViPhOG18760	Bronvirus	Genus	51.8	nan
ViPhOG28085	Dhillonvirus	Genus	168.9	42.4
ViPhOG8686	Pecentumvirus	Genus	117.2	32.7
ViPhOG29820	Phicbkvirus	Genus	99.4	32.2
ViPhOG25663	Betaentomopoxvirus	Genus	1636.5	1438.3
ViPhOG23594	Vequintavirus	Genus	257.7	35.6
ViPhOG9965	Bixzunavirus	Genus	118.7	nan
ViPhOG29888	Phicbkvirus	Genus	803.1	nan
ViPhOG20242	Marseillevirus	Genus	198.1	nan
ViPhOG3832	Asfivirus	Genus	281.6	nan
ViPhOG20949	Megrivirus	Genus	721.8	nan
ViPhOG3980	Muromegalovirus	Genus	2403.8	nan
ViPhOG1779	Mardivirus	Genus	65.0	60.9
ViPhOG17674	Mimivirus	Genus	41.1	nan
ViPhOG13378	Teseptimavirus	Genus	157.9	nan
ViPhOG23857	Kochikohdavirus	Genus	100.6	93.2
ViPhOG2467	Ranavirus	Genus	97.9	nan
ViPhOG16753	Tulanevirus	Genus	173.8	172.0
ViPhOG25154	Chlorovirus	Genus	135.4	nan
ViPhOG2145	Whispovirus	Genus	171.8	96.2
ViPhOG8267	Mimivirus	Genus	712.9	53.9
ViPhOG3443	Avipoxvirus	Genus	74.7	38.1
ViPhOG28421	Teseptimavirus	Genus	38.1	36.6
ViPhOG15729	Alphabaculovirus	Genus	143.0	61.0
ViPhOG8120	Mimivirus	Genus	333.7	45.5
ViPhOG9860	Leporipoxvirus	Genus	124.2	nan
ViPhOG13180	Mimivirus	Genus	133.0	65.7
ViPhOG22100	Thetaarterivirus	Genus	136.6	41.5
ViPhOG29837	Phicbkvirus	Genus	130.9	36.2
ViPhOG13285	Phikzvirus	Genus	356.3	nan
ViPhOG16731	Tulanevirus	Genus	169.8	157.3
ViPhOG30122	Phicbkvirus	Genus	227.8	nan
ViPhOG20987	Agatevirus	Genus	440.3	45.1
ViPhOG6675	Metapneumovirus	Genus	416.1	nan
ViPhOG21759	Pecentumvirus	Genus	139.5	124.4
ViPhOG29817	Phicbkvirus	Genus	387.4	35.0
ViPhOG2277	Whispovirus	Genus	173.0	nan
ViPhOG27464	Chloriridovirus	Genus	161.9	40.7
ViPhOG2769	Whispovirus	Genus	340.7	60.0
ViPhOG23806	Tinduovirus	Genus	282.8	256.9
ViPhOG16554	Litunavirus	Genus	153.5	149.5
ViPhOG3990	Muromegalovirus	Genus	415.0	nan
ViPhOG2123	Whispovirus	Genus	498.4	nan
ViPhOG24831	Nankokuvirus	Genus	186.1	87.5
ViPhOG23697	Vequintavirus	Genus	122.5	nan
ViPhOG21920	Baltimorevirus	Genus	94.5	38.0
ViPhOG25033	Chlorovirus	Genus	42.9	39.5
ViPhOG24258	Phikmvvirus	Genus	146.2	59.7
ViPhOG11293	Unaquatrovirus	Genus	589.9	496.9
ViPhOG4075	Muromegalovirus	Genus	180.7	32.2
ViPhOG29996	Phicbkvirus	Genus	135.6	nan
ViPhOG28666	Viunavirus	Genus	165.6	53.8
ViPhOG30026	Phicbkvirus	Genus	134.0	45.2
ViPhOG21928	Baltimorevirus	Genus	170.2	35.7
ViPhOG1423	Rhadinovirus	Genus	71.9	nan
ViPhOG4084	Muromegalovirus	Genus	96.9	71.3
ViPhOG26481	Barnyardvirus	Genus	96.4	50.5
ViPhOG15646	Iltovirus	Genus	281.6	34.1
ViPhOG28520	Efquatrovirus	Genus	313.6	nan
ViPhOG4006	Muromegalovirus	Genus	363.6	nan
ViPhOG20023	Marseillevirus	Genus	65.9	nan
ViPhOG13315	Phikzvirus	Genus	152.7	110.1
ViPhOG14692	Plotvirus	Genus	217.7	217.1
ViPhOG4061	Muromegalovirus	Genus	131.9	nan
ViPhOG11426	Betabaculovirus	Genus	32.4	nan
ViPhOG7242	Mimivirus	Genus	153.7	38.5
ViPhOG9566	Betacoronavirus	Genus	62.8	nan
ViPhOG14142	Omegavirus	Genus	193.6	89.5
ViPhOG31038	Circovirus	Genus	692.6	nan
ViPhOG22421	Enhodamvirus	Genus	400.6	36.6
ViPhOG26581	Mosigvirus	Genus	32.1	nan
ViPhOG13931	Varicellovirus	Genus	458.5	39.6
ViPhOG4015	Muromegalovirus	Genus	506.1	37.5
ViPhOG2175	Whispovirus	Genus	546.3	nan
ViPhOG3960	Muromegalovirus	Genus	105.6	nan
ViPhOG24277	Phikmvvirus	Genus	39.6	nan
ViPhOG22286	Omegavirus	Genus	213.3	32.4
ViPhOG18024	Andromedavirus	Genus	127.5	48.9
ViPhOG12942	Schizotequatrovirus	Genus	61.4	nan
ViPhOG25584	Lomovskayavirus	Genus	167.1	112.0
ViPhOG8701	Pecentumvirus	Genus	234.6	35.1
ViPhOG4158	Muromegalovirus	Genus	214.1	37.4
ViPhOG30083	Phicbkvirus	Genus	146.1	34.6
ViPhOG29020	Wphvirus	Genus	156.6	nan
ViPhOG21931	Baltimorevirus	Genus	138.9	46.9
ViPhOG30049	Phicbkvirus	Genus	190.4	41.4
ViPhOG3854	Asfivirus	Genus	186.8	nan
ViPhOG23065	Kuravirus	Genus	105.2	38.4
ViPhOG30573	Limdunavirus	Genus	146.1	74.7
ViPhOG29976	Phicbkvirus	Genus	208.3	41.8
ViPhOG4000	Muromegalovirus	Genus	65.1	33.5
ViPhOG17327	Mimivirus	Genus	102.1	38.5
ViPhOG8778	Pecentumvirus	Genus	116.3	nan
ViPhOG23713	Vequintavirus	Genus	212.9	35.8
ViPhOG2166	Whispovirus	Genus	42.4	36.5
ViPhOG23690	Vequintavirus	Genus	202.7	34.5
ViPhOG14036	Omegavirus	Genus	127.8	110.0
ViPhOG20950	Megrivirus	Genus	147.3	32.1
ViPhOG11234	Parapoxvirus	Genus	36.4	nan
ViPhOG7879	Mimivirus	Genus	250.9	nan
ViPhOG24008	Emdodecavirus	Genus	197.2	71.7
ViPhOG27479	Chloriridovirus	Genus	141.8	44.7
ViPhOG2591	Whispovirus	Genus	509.1	nan
ViPhOG11912	Slopekvirus	Genus	112.6	nan
ViPhOG15261	Mimivirus	Genus	114.1	53.4
ViPhOG24614	Krischvirus	Genus	68.9	nan
ViPhOG20452	Marseillevirus	Genus	338.3	nan
ViPhOG29867	Phicbkvirus	Genus	173.4	nan
ViPhOG28785	Seunavirus	Genus	203.5	181.5
ViPhOG24841	Nankokuvirus	Genus	299.9	52.0
ViPhOG15719	Alphabaculovirus	Genus	32.7	nan
ViPhOG11916	Slopekvirus	Genus	154.5	nan
ViPhOG20018	Marseillevirus	Genus	101.7	nan
ViPhOG3390	Avipoxvirus	Genus	102.1	nan
ViPhOG2133	Whispovirus	Genus	193.0	153.3
ViPhOG16367	Rhadinovirus	Genus	39.7	nan
ViPhOG23198	Pagevirus	Genus	60.1	nan
ViPhOG23600	Vequintavirus	Genus	205.5	34.9
ViPhOG23608	Vequintavirus	Genus	115.0	34.8
ViPhOG22241	Timquatrovirus	Genus	35.4	nan
ViPhOG15067	Cytomegalovirus	Genus	80.2	nan
ViPhOG17942	Gamaleyavirus	Genus	86.6	85.7
ViPhOG3866	Asfivirus	Genus	405.6	nan
ViPhOG22407	Enhodamvirus	Genus	98.1	38.2
ViPhOG6640	Varicellovirus	Genus	167.4	39.5
ViPhOG30990	Nankokuvirus	Genus	167.0	165.5
ViPhOG9621	Alphabaculovirus	Genus	87.8	42.6
ViPhOG20933	Simplexvirus	Genus	129.9	38.4
ViPhOG28807	Certrevirus	Genus	177.6	79.9
ViPhOG423	Potyvirus	Genus	32.4	nan
ViPhOG29960	Phicbkvirus	Genus	244.0	nan
ViPhOG1274	Mastadenovirus	Genus	142.8	nan
ViPhOG22699	Kayvirus	Genus	176.1	33.3
ViPhOG23604	Vequintavirus	Genus	111.1	34.1
ViPhOG27678	Alphanudivirus	Genus	738.5	662.1
ViPhOG23911	Emdodecavirus	Genus	179.3	40.7
ViPhOG12409	Corndogvirus	Genus	175.3	162.4
ViPhOG19501	Pandoravirus	Genus	35.1	nan
ViPhOG29940	Phicbkvirus	Genus	134.3	52.2
ViPhOG20316	Marseillevirus	Genus	433.6	43.8
ViPhOG2223	Whispovirus	Genus	526.9	157.8
ViPhOG24272	Phikmvvirus	Genus	58.3	49.1
ViPhOG30105	Phicbkvirus	Genus	100.2	nan
ViPhOG6297	Varicellovirus	Genus	87.6	nan
ViPhOG8716	Pecentumvirus	Genus	169.6	33.2
ViPhOG29937	Phicbkvirus	Genus	230.5	nan
ViPhOG25109	Chlorovirus	Genus	52.3	39.8
ViPhOG3758	Asfivirus	Genus	216.1	56.8
ViPhOG24276	Phikmvvirus	Genus	104.2	37.8
ViPhOG11275	Unaquatrovirus	Genus	370.2	351.5
ViPhOG4001	Muromegalovirus	Genus	346.5	45.4
ViPhOG26739	Tulanevirus	Genus	180.2	164.3
ViPhOG21695	Cheoctovirus	Genus	83.4	39.5
ViPhOG29914	Phicbkvirus	Genus	224.3	46.4
ViPhOG24598	Slopekvirus	Genus	85.5	68.0
ViPhOG20017	Marseillevirus	Genus	131.9	nan
ViPhOG3850	Asfivirus	Genus	680.8	88.7
ViPhOG11930	Slopekvirus	Genus	78.2	nan
ViPhOG3772	Asfivirus	Genus	156.8	nan
ViPhOG2157	Whispovirus	Genus	81.3	69.3
ViPhOG23032	Kuravirus	Genus	155.4	105.4
ViPhOG16262	Alphabaculovirus	Genus	55.6	nan
ViPhOG24266	Phikmvvirus	Genus	248.3	nan
ViPhOG15734	Alphabaculovirus	Genus	175.7	52.5
ViPhOG8787	Pecentumvirus	Genus	103.0	32.7
ViPhOG2103	Whispovirus	Genus	384.3	243.6
ViPhOG4393	Cyprinivirus	Genus	663.1	nan
ViPhOG8703	Pecentumvirus	Genus	122.0	32.9
ViPhOG6053	Orthopoxvirus	Genus	134.5	nan
ViPhOG22516	Tequintavirus	Genus	121.8	51.9
ViPhOG14712	Fromanvirus	Genus	93.6	44.8
ViPhOG4029	Muromegalovirus	Genus	639.7	nan
ViPhOG10203	Okavirus	Genus	299.8	37.9
ViPhOG21600	Alphabaculovirus	Genus	104.6	nan
ViPhOG4223	Cyprinivirus	Genus	863.1	496.9
ViPhOG7489	Mimivirus	Genus	105.5	nan
ViPhOG24563	Vequintavirus	Genus	53.4	32.1
ViPhOG24565	Vequintavirus	Genus	117.3	59.3
ViPhOG30084	Phicbkvirus	Genus	262.4	nan
ViPhOG3974	Muromegalovirus	Genus	55.7	nan
ViPhOG24342	Bixzunavirus	Genus	195.9	nan
ViPhOG23334	Drulisvirus	Genus	108.2	nan
ViPhOG12735	Mastadenovirus	Genus	111.4	36.1
ViPhOG20124	Marseillevirus	Genus	272.3	113.5
ViPhOG28090	Dhillonvirus	Genus	111.6	39.8
ViPhOG3800	Asfivirus	Genus	111.0	49.8
ViPhOG20064	Marseillevirus	Genus	58.5	43.0
ViPhOG15190	Mimivirus	Genus	235.7	nan
ViPhOG11298	Unaquatrovirus	Genus	176.0	77.0
ViPhOG15619	Iltovirus	Genus	540.3	nan
ViPhOG26767	Biquartavirus	Genus	244.7	236.2
ViPhOG2203	Whispovirus	Genus	393.6	33.3
ViPhOG16455	Carlavirus	Genus	94.3	81.7
ViPhOG249	Closterovirus	Genus	130.7	nan
ViPhOG21913	Baltimorevirus	Genus	273.6	nan
ViPhOG23789	Tinduovirus	Genus	175.9	157.6
ViPhOG29080	Alphaendornavirus	Genus	47.6	33.9
ViPhOG15464	Mimivirus	Genus	208.0	42.2
ViPhOG29591	Bequatrovirus	Genus	135.9	38.9
ViPhOG9885	Muromegalovirus	Genus	203.4	nan
ViPhOG9671	Polerovirus	Genus	41.2	34.0
ViPhOG27469	Chloriridovirus	Genus	295.5	nan
ViPhOG15049	Prasinovirus	Genus	104.1	48.3
ViPhOG18742	Bronvirus	Genus	216.1	42.3
ViPhOG23661	Vequintavirus	Genus	156.2	39.6
ViPhOG8700	Pecentumvirus	Genus	223.8	38.2
ViPhOG13902	Varicellovirus	Genus	128.4	39.7
ViPhOG8770	Pecentumvirus	Genus	197.6	182.6
ViPhOG27837	Prasinovirus	Genus	147.4	44.9
ViPhOG7956	Mimivirus	Genus	632.6	48.7
ViPhOG17010	Ascovirus	Genus	77.0	47.7
ViPhOG1369	Tungrovirus	Genus	90.7	45.4
ViPhOG25101	Chlorovirus	Genus	119.0	32.6
ViPhOG18464	Slashvirus	Genus	271.8	158.0
ViPhOG9589	Alphabaculovirus	Genus	55.9	nan
ViPhOG4140	Muromegalovirus	Genus	123.4	nan
ViPhOG26533	Zindervirus	Genus	88.8	nan
ViPhOG4258	Cyprinivirus	Genus	291.1	33.4
ViPhOG19143	Pandoravirus	Genus	235.6	34.2
ViPhOG6280	Varicellovirus	Genus	438.8	nan
ViPhOG1383	Hypovirus	Genus	42.0	nan
ViPhOG29863	Phicbkvirus	Genus	199.0	61.9
ViPhOG9928	Rubulavirus	Genus	188.4	nan
ViPhOG31005	Efquatrovirus	Genus	131.1	40.3
ViPhOG23530	Mosigvirus	Genus	104.3	44.1
ViPhOG18759	Bronvirus	Genus	34.6	nan
ViPhOG27046	Tunavirus	Genus	281.7	217.5
ViPhOG7707	Mimivirus	Genus	94.7	35.2
ViPhOG30046	Phicbkvirus	Genus	191.4	34.5
ViPhOG12061	Bruynoghevirus	Genus	123.0	44.6
ViPhOG20685	Alphabaculovirus	Genus	644.1	nan
ViPhOG8726	Pecentumvirus	Genus	350.3	42.4
ViPhOG19541	Pandoravirus	Genus	97.5	38.1
ViPhOG26715	Krischvirus	Genus	298.7	196.7
ViPhOG11973	Tequatrovirus	Genus	276.0	161.4
ViPhOG9886	Muromegalovirus	Genus	167.9	43.0
ViPhOG15916	Pipefishvirus	Genus	258.1	nan
ViPhOG13364	Teseptimavirus	Genus	157.2	nan
ViPhOG11792	Caulimovirus	Genus	185.8	nan
ViPhOG22630	Gaprivervirus	Genus	200.3	125.0
ViPhOG21885	Macluravirus	Genus	91.2	nan
ViPhOG24260	Phikmvvirus	Genus	137.1	33.4
ViPhOG1332	Sobemovirus	Genus	71.5	nan
ViPhOG15089	Mimivirus	Genus	35.0	32.8
ViPhOG29826	Phicbkvirus	Genus	299.1	45.9
ViPhOG4788	Varicellovirus	Genus	104.0	nan
ViPhOG30068	Phicbkvirus	Genus	217.4	35.3
ViPhOG11279	Limdunavirus	Genus	179.8	154.9
ViPhOG15402	Mimivirus	Genus	119.4	45.5
ViPhOG16570	Litunavirus	Genus	403.7	370.3
ViPhOG24575	Slopekvirus	Genus	161.2	42.3
ViPhOG29889	Phicbkvirus	Genus	142.9	78.3
ViPhOG4775	Varicellovirus	Genus	137.1	nan
ViPhOG24259	Phikmvvirus	Genus	245.9	36.9
ViPhOG2349	Whispovirus	Genus	276.7	nan
ViPhOG8209	Mimivirus	Genus	142.0	41.2
ViPhOG18296	Proboscivirus	Genus	199.8	50.5
ViPhOG8786	Pecentumvirus	Genus	264.7	36.3
ViPhOG13903	Varicellovirus	Genus	99.7	nan
ViPhOG25524	Aviadenovirus	Genus	32.1	nan
ViPhOG27374	Septimatrevirus	Genus	113.6	48.1
ViPhOG20995	Agatevirus	Genus	206.1	40.4
ViPhOG3582	Rudivirus	Genus	106.9	84.0
ViPhOG10123	Cytomegalovirus	Genus	315.4	37.7
ViPhOG22036	Alphabaculovirus	Genus	119.5	107.2
ViPhOG2181	Whispovirus	Genus	302.6	31.5
ViPhOG29936	Phicbkvirus	Genus	194.8	34.5
ViPhOG21915	Baltimorevirus	Genus	151.1	53.2
ViPhOG29851	Phicbkvirus	Genus	154.9	55.3
ViPhOG23748	Zindervirus	Genus	98.0	55.7
ViPhOG15236	Mimivirus	Genus	118.6	nan
ViPhOG25650	Betaentomopoxvirus	Genus	154.8	72.4
ViPhOG3260	Alphabaculovirus	Genus	33.2	nan
ViPhOG18029	Andromedavirus	Genus	120.0	70.5
ViPhOG16294	Alphabaculovirus	Genus	34.0	32.9
ViPhOG8290	Mimivirus	Genus	69.2	nan
ViPhOG20625	Alphabaculovirus	Genus	172.4	46.4
ViPhOG15073	Bruynoghevirus	Genus	138.9	65.1
ViPhOG3986	Muromegalovirus	Genus	740.7	nan
ViPhOG23702	Vequintavirus	Genus	221.8	148.2
ViPhOG23128	Kochikohdavirus	Genus	338.5	49.1
ViPhOG29048	Dhillonvirus	Genus	100.0	38.6
ViPhOG15129	Mimivirus	Genus	253.1	72.0
ViPhOG29858	Phicbkvirus	Genus	144.0	64.4
ViPhOG10482	Firehammervirus	Genus	626.1	37.0
ViPhOG11791	Muromegalovirus	Genus	155.6	nan
ViPhOG4164	Muromegalovirus	Genus	385.6	nan
ViPhOG3704	Asfivirus	Genus	108.3	nan
ViPhOG27375	Septimatrevirus	Genus	127.4	45.0
ViPhOG29685	Alcyoneusvirus	Genus	234.5	229.8
ViPhOG23695	Vequintavirus	Genus	246.1	38.5
ViPhOG29876	Phicbkvirus	Genus	144.0	32.6
ViPhOG7364	Mimivirus	Genus	32.7	nan
ViPhOG18736	Bronvirus	Genus	120.5	38.4
ViPhOG19562	Pandoravirus	Genus	112.0	nan
ViPhOG14025	Omegavirus	Genus	276.8	76.1
ViPhOG15899	Pipefishvirus	Genus	113.8	nan
ViPhOG12709	Friunavirus	Genus	92.4	nan
ViPhOG15033	Prasinovirus	Genus	143.4	59.1
ViPhOG25986	Alphanodavirus	Genus	454.5	nan
ViPhOG16274	Alphabaculovirus	Genus	70.4	nan
ViPhOG11898	Slopekvirus	Genus	257.2	nan
ViPhOG3236	Alphabaculovirus	Genus	34.2	nan
ViPhOG14081	Omegavirus	Genus	160.5	42.7
ViPhOG17644	Mimivirus	Genus	32.8	nan
ViPhOG3183	Alphabaculovirus	Genus	44.4	38.9
ViPhOG3159	Alphabaculovirus	Genus	93.1	61.3
ViPhOG18783	Cbastvirus	Genus	175.0	47.5
ViPhOG27913	Mieseafarmvirus	Genus	201.9	193.9
ViPhOG15248	Mimivirus	Genus	156.3	nan
ViPhOG22294	Torovirus	Genus	1801.1	nan
ViPhOG7809	Mimivirus	Genus	39.4	nan
ViPhOG13667	Sputnikvirus	Genus	271.7	33.7
ViPhOG22727	Seuratvirus	Genus	211.7	209.2
ViPhOG8373	Orthopoxvirus	Genus	112.0	69.3
ViPhOG29945	Phicbkvirus	Genus	146.9	32.6
ViPhOG23601	Vequintavirus	Genus	134.9	32.5
ViPhOG30935	Fromanvirus	Genus	110.9	33.5
ViPhOG18421	Rogunavirus	Genus	161.2	36.1
ViPhOG26668	Krischvirus	Genus	146.8	39.6
ViPhOG23672	Vequintavirus	Genus	278.9	47.2
ViPhOG12047	Bruynoghevirus	Genus	445.1	314.0
ViPhOG11871	Slopekvirus	Genus	137.1	36.5
ViPhOG11621	Kagunavirus	Genus	74.2	68.1
ViPhOG30345	Seoulvirus	Genus	169.2	168.2
ViPhOG2325	Whispovirus	Genus	353.3	31.8
ViPhOG7101	Mimivirus	Genus	261.0	48.9
ViPhOG17207	Ampelovirus	Genus	71.3	43.5
ViPhOG23706	Vequintavirus	Genus	196.7	59.2
ViPhOG31009	Efquatrovirus	Genus	102.9	nan
ViPhOG30384	Erskinevirus	Genus	105.8	104.1
ViPhOG27372	Septimatrevirus	Genus	128.5	74.9
ViPhOG2351	Whispovirus	Genus	335.9	nan
ViPhOG25262	Chlorovirus	Genus	139.5	39.2
ViPhOG16273	Alphabaculovirus	Genus	43.1	35.0
ViPhOG4007	Muromegalovirus	Genus	111.7	76.2
ViPhOG4064	Muromegalovirus	Genus	33.0	32.3
ViPhOG24057	Emdodecavirus	Genus	153.0	57.9
ViPhOG23699	Vequintavirus	Genus	189.3	49.5
ViPhOG8156	Mimivirus	Genus	139.8	43.5
ViPhOG24852	Nankokuvirus	Genus	131.5	36.4
ViPhOG16569	Litunavirus	Genus	163.6	161.9
ViPhOG20618	Varicellovirus	Genus	103.9	nan
ViPhOG14836	Cheoctovirus	Genus	498.4	335.2
ViPhOG12307	Prasinovirus	Genus	61.5	nan
ViPhOG3609	Rudivirus	Genus	145.0	39.9
ViPhOG15110	Mimivirus	Genus	262.0	nan
ViPhOG7832	Mimivirus	Genus	490.7	32.2
ViPhOG4171	Muromegalovirus	Genus	722.5	nan
ViPhOG29676	Alcyoneusvirus	Genus	354.1	328.4
ViPhOG29435	Bastillevirus	Genus	130.4	61.5
ViPhOG28102	Dhillonvirus	Genus	140.2	36.5
