ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG4545	Tevenvirinae	Subfamily	86.4	nan
ViPhOG155	Betaherpesvirinae	Subfamily	144.3	143.5
ViPhOG4433	Tevenvirinae	Subfamily	101.0	nan
ViPhOG17786	Klosneuvirinae	Subfamily	34.4	nan
ViPhOG11532	Ounavirinae	Subfamily	93.1	35.1
ViPhOG14950	Mclasvirinae	Subfamily	144.8	nan
ViPhOG4494	Tevenvirinae	Subfamily	121.7	nan
ViPhOG12445	Chebruvirinae	Subfamily	119.6	nan
ViPhOG27497	Betairidovirinae	Subfamily	377.0	35.7
ViPhOG4632	Tevenvirinae	Subfamily	31.9	nan
ViPhOG1416	Gammaherpesvirinae	Subfamily	32.9	nan
ViPhOG4515	Tevenvirinae	Subfamily	35.1	35.0
ViPhOG6157	Twortvirinae	Subfamily	184.2	nan
ViPhOG14915	Bclasvirinae	Subfamily	73.0	nan
ViPhOG153	Betaherpesvirinae	Subfamily	98.4	96.8
ViPhOG11637	Guernseyvirinae	Subfamily	107.7	nan
ViPhOG8359	Alphairidovirinae	Subfamily	43.0	33.0
ViPhOG9036	Chordopoxvirinae	Subfamily	49.8	nan
ViPhOG6812	Chordopoxvirinae	Subfamily	36.4	nan
ViPhOG1637	Chordopoxvirinae	Subfamily	91.3	nan
ViPhOG1700	Chordopoxvirinae	Subfamily	121.1	nan
ViPhOG18116	Tunavirinae	Subfamily	50.5	nan
ViPhOG1636	Chordopoxvirinae	Subfamily	32.7	nan
ViPhOG25539	Entomopoxvirinae	Subfamily	107.8	69.1
ViPhOG25617	Entomopoxvirinae	Subfamily	166.8	39.1
ViPhOG3233	Entomopoxvirinae	Subfamily	80.9	40.4
ViPhOG7568	Klosneuvirinae	Subfamily	111.8	41.8
ViPhOG25718	Chordopoxvirinae	Subfamily	34.4	nan
ViPhOG15690	Pclasvirinae	Subfamily	234.4	nan
ViPhOG4620	Tevenvirinae	Subfamily	108.3	nan
ViPhOG12577	Sepvirinae	Subfamily	39.6	nan
ViPhOG22382	Tevenvirinae	Subfamily	32.1	nan
ViPhOG16655	Arquatrovirinae	Subfamily	129.6	nan
ViPhOG4503	Tevenvirinae	Subfamily	40.6	nan
ViPhOG26574	Sepvirinae	Subfamily	154.0	nan
ViPhOG24423	Bastillevirinae	Subfamily	62.2	nan
ViPhOG4493	Tevenvirinae	Subfamily	93.7	nan
ViPhOG4637	Tevenvirinae	Subfamily	107.2	nan
ViPhOG4454	Tevenvirinae	Subfamily	127.2	nan
ViPhOG7385	Klosneuvirinae	Subfamily	291.3	nan
ViPhOG2568	Chordopoxvirinae	Subfamily	99.3	nan
ViPhOG22029	Sepvirinae	Subfamily	234.4	nan
ViPhOG11339	Picovirinae	Subfamily	92.6	nan
ViPhOG11675	Bclasvirinae	Subfamily	97.3	nan
ViPhOG16664	Arquatrovirinae	Subfamily	102.6	nan
ViPhOG1618	Chordopoxvirinae	Subfamily	49.0	nan
ViPhOG17270	Peduovirinae	Subfamily	267.3	40.4
ViPhOG4468	Tevenvirinae	Subfamily	373.7	nan
ViPhOG10686	Twortvirinae	Subfamily	32.5	nan
ViPhOG776	Alphaherpesvirinae	Subfamily	40.9	nan
ViPhOG1551	Chordopoxvirinae	Subfamily	39.7	nan
ViPhOG788	Alphaherpesvirinae	Subfamily	39.6	nan
ViPhOG22765	Eucampyvirinae	Subfamily	113.4	nan
ViPhOG6124	Twortvirinae	Subfamily	71.9	nan
ViPhOG18121	Tunavirinae	Subfamily	108.8	nan
ViPhOG21646	Bastillevirinae	Subfamily	35.7	33.3
ViPhOG22585	Tevenvirinae	Subfamily	32.7	nan
ViPhOG22412	Aglimvirinae	Subfamily	207.5	186.0
ViPhOG4646	Tevenvirinae	Subfamily	33.3	nan
ViPhOG14550	Mclasvirinae	Subfamily	143.9	nan
ViPhOG2061	Autographivirinae	Subfamily	52.9	37.8
ViPhOG14680	Dclasvirinae	Subfamily	102.0	nan
ViPhOG11194	Tevenvirinae	Subfamily	86.8	nan
ViPhOG22031	Sepvirinae	Subfamily	220.9	75.1
ViPhOG14551	Mclasvirinae	Subfamily	228.0	nan
ViPhOG11585	Ounavirinae	Subfamily	60.5	nan
ViPhOG9340	Chordopoxvirinae	Subfamily	36.4	nan
ViPhOG14294	Bclasvirinae	Subfamily	93.7	nan
ViPhOG8628	Peduovirinae	Subfamily	206.0	nan
ViPhOG12573	Sepvirinae	Subfamily	196.0	nan
ViPhOG6788	Autographivirinae	Subfamily	514.3	nan
ViPhOG16315	Autographivirinae	Subfamily	35.2	nan
ViPhOG819	Alphaherpesvirinae	Subfamily	155.2	41.7
ViPhOG8629	Peduovirinae	Subfamily	259.9	nan
ViPhOG27936	Vequintavirinae	Subfamily	55.6	nan
ViPhOG20750	Sepvirinae	Subfamily	163.2	110.2
ViPhOG22080	Ounavirinae	Subfamily	86.0	nan
ViPhOG14433	Arquatrovirinae	Subfamily	32.5	nan
ViPhOG12258	Klosneuvirinae	Subfamily	189.9	nan
ViPhOG16472	Autographivirinae	Subfamily	86.7	nan
ViPhOG13962	Pclasvirinae	Subfamily	162.4	155.4
ViPhOG28356	Tevenvirinae	Subfamily	70.5	43.3
ViPhOG14698	Dclasvirinae	Subfamily	154.6	36.6
ViPhOG11197	Vequintavirinae	Subfamily	97.7	nan
ViPhOG14561	Mclasvirinae	Subfamily	409.3	34.3
ViPhOG20862	Tevenvirinae	Subfamily	36.1	nan
ViPhOG878	Alphaherpesvirinae	Subfamily	36.5	nan
ViPhOG23545	Tevenvirinae	Subfamily	37.2	nan
ViPhOG16309	Cvivirinae	Subfamily	116.2	111.8
ViPhOG4609	Tevenvirinae	Subfamily	40.5	nan
ViPhOG4471	Tevenvirinae	Subfamily	64.2	nan
ViPhOG16665	Arquatrovirinae	Subfamily	256.7	40.4
ViPhOG24936	Vequintavirinae	Subfamily	39.5	nan
ViPhOG13246	Chordopoxvirinae	Subfamily	93.9	69.6
ViPhOG6359	Chordopoxvirinae	Subfamily	56.2	nan
ViPhOG27349	Spinareovirinae	Subfamily	121.9	nan
ViPhOG29389	Arquatrovirinae	Subfamily	112.4	36.0
ViPhOG3466	Chordopoxvirinae	Subfamily	33.6	nan
ViPhOG24387	Autographivirinae	Subfamily	132.1	nan
ViPhOG11935	Tevenvirinae	Subfamily	76.1	nan
ViPhOG12582	Sepvirinae	Subfamily	295.9	nan
ViPhOG4580	Tevenvirinae	Subfamily	87.5	nan
ViPhOG5141	Autographivirinae	Subfamily	79.2	nan
ViPhOG559	Sepvirinae	Subfamily	146.6	104.9
ViPhOG10857	Bclasvirinae	Subfamily	63.6	nan
ViPhOG4568	Tevenvirinae	Subfamily	81.9	nan
ViPhOG27347	Spinareovirinae	Subfamily	121.6	nan
ViPhOG4618	Tevenvirinae	Subfamily	107.7	nan
ViPhOG9366	Chordopoxvirinae	Subfamily	72.1	nan
ViPhOG9355	Chordopoxvirinae	Subfamily	46.0	nan
ViPhOG17271	Peduovirinae	Subfamily	116.7	nan
ViPhOG12368	Tevenvirinae	Subfamily	144.3	nan
ViPhOG18201	Jasinkavirinae	Subfamily	107.7	81.3
ViPhOG8630	Peduovirinae	Subfamily	1152.9	nan
ViPhOG12565	Sepvirinae	Subfamily	381.7	nan
ViPhOG11499	Ounavirinae	Subfamily	470.5	nan
ViPhOG10861	Bclasvirinae	Subfamily	77.6	nan
ViPhOG10851	Bclasvirinae	Subfamily	41.5	nan
ViPhOG4485	Tevenvirinae	Subfamily	54.9	nan
ViPhOG20763	Picovirinae	Subfamily	169.8	nan
ViPhOG8396	Chordopoxvirinae	Subfamily	36.5	nan
ViPhOG14547	Arquatrovirinae	Subfamily	148.0	92.2
ViPhOG11607	Guernseyvirinae	Subfamily	79.3	nan
ViPhOG1485	Chordopoxvirinae	Subfamily	42.2	nan
ViPhOG12564	Sepvirinae	Subfamily	329.0	nan
ViPhOG4449	Tevenvirinae	Subfamily	36.7	nan
ViPhOG1084	Gammaherpesvirinae	Subfamily	248.3	50.8
ViPhOG4570	Tevenvirinae	Subfamily	85.6	47.9
ViPhOG800	Alphaherpesvirinae	Subfamily	34.0	nan
ViPhOG7057	Klosneuvirinae	Subfamily	133.5	nan
ViPhOG20926	Alphaherpesvirinae	Subfamily	31.7	nan
ViPhOG19815	Sepvirinae	Subfamily	206.3	nan
ViPhOG27976	Comovirinae	Subfamily	131.2	nan
ViPhOG20686	Gammaherpesvirinae	Subfamily	34.3	nan
ViPhOG599	Guernseyvirinae	Subfamily	52.3	nan
ViPhOG11102	Nclasvirinae	Subfamily	94.0	nan
ViPhOG27668	Autographivirinae	Subfamily	344.1	68.0
ViPhOG12401	Chebruvirinae	Subfamily	75.8	nan
ViPhOG1503	Chordopoxvirinae	Subfamily	39.4	nan
ViPhOG3452	Chordopoxvirinae	Subfamily	35.4	nan
ViPhOG11574	Ounavirinae	Subfamily	165.2	nan
ViPhOG12328	Bastillevirinae	Subfamily	48.9	nan
ViPhOG16079	Spounavirinae	Subfamily	260.0	222.9
ViPhOG4612	Tevenvirinae	Subfamily	33.8	nan
ViPhOG12581	Sepvirinae	Subfamily	329.5	nan
ViPhOG12537	Sepvirinae	Subfamily	121.5	nan
ViPhOG15688	Pclasvirinae	Subfamily	238.1	101.5
ViPhOG4588	Tevenvirinae	Subfamily	34.7	33.0
ViPhOG14292	Bclasvirinae	Subfamily	117.6	nan
ViPhOG11498	Ounavirinae	Subfamily	542.4	nan
ViPhOG10217	Mccleskeyvirinae	Subfamily	617.1	nan
ViPhOG28643	Cvivirinae	Subfamily	116.0	nan
ViPhOG18418	Tunavirinae	Subfamily	44.0	32.7
ViPhOG26771	Tevenvirinae	Subfamily	35.0	nan
ViPhOG24318	Bclasvirinae	Subfamily	73.6	nan
ViPhOG6282	Alphaherpesvirinae	Subfamily	32.8	nan
ViPhOG753	Peduovirinae	Subfamily	102.5	38.9
ViPhOG14635	Dclasvirinae	Subfamily	159.4	nan
ViPhOG781	Alphaherpesvirinae	Subfamily	47.6	nan
ViPhOG6643	Alphaherpesvirinae	Subfamily	31.9	nan
ViPhOG4492	Tevenvirinae	Subfamily	53.7	47.3
ViPhOG9441	Twortvirinae	Subfamily	120.1	90.1
ViPhOG27789	Bastillevirinae	Subfamily	68.4	nan
ViPhOG31147	Mccleskeyvirinae	Subfamily	105.1	94.4
ViPhOG3660	Autographivirinae	Subfamily	31.9	nan
ViPhOG14464	Mclasvirinae	Subfamily	117.9	nan
ViPhOG4565	Tevenvirinae	Subfamily	642.0	nan
ViPhOG20767	Bclasvirinae	Subfamily	54.4	nan
ViPhOG6646	Alphaherpesvirinae	Subfamily	34.3	31.4
ViPhOG853	Alphaherpesvirinae	Subfamily	57.4	nan
ViPhOG20573	Klosneuvirinae	Subfamily	39.3	37.6
ViPhOG3158	Entomopoxvirinae	Subfamily	332.5	38.7
ViPhOG8554	Betaherpesvirinae	Subfamily	34.6	nan
ViPhOG12304	Klosneuvirinae	Subfamily	33.1	nan
ViPhOG17358	Klosneuvirinae	Subfamily	196.5	nan
ViPhOG24206	Peduovirinae	Subfamily	37.9	nan
ViPhOG793	Alphaherpesvirinae	Subfamily	136.5	nan
ViPhOG25491	Sepvirinae	Subfamily	56.0	nan
ViPhOG6642	Alphaherpesvirinae	Subfamily	45.4	nan
ViPhOG24447	Sepvirinae	Subfamily	180.5	nan
ViPhOG25616	Entomopoxvirinae	Subfamily	194.4	57.5
ViPhOG14651	Dclasvirinae	Subfamily	244.3	227.2
ViPhOG5169	Autographivirinae	Subfamily	33.5	nan
ViPhOG1731	Chordopoxvirinae	Subfamily	92.3	nan
ViPhOG6653	Alphaherpesvirinae	Subfamily	33.5	nan
ViPhOG606	Sepvirinae	Subfamily	114.4	nan
ViPhOG28651	Cvivirinae	Subfamily	365.3	nan
ViPhOG1672	Chordopoxvirinae	Subfamily	34.1	nan
ViPhOG6097	Peduovirinae	Subfamily	205.0	nan
ViPhOG16321	Nclasvirinae	Subfamily	146.4	nan
ViPhOG15091	Klosneuvirinae	Subfamily	52.9	nan
ViPhOG5910	Autographivirinae	Subfamily	31.5	nan
ViPhOG785	Alphaherpesvirinae	Subfamily	33.1	nan
ViPhOG13914	Alphaherpesvirinae	Subfamily	33.0	nan
ViPhOG20189	Klosneuvirinae	Subfamily	111.0	34.1
ViPhOG6023	Chordopoxvirinae	Subfamily	31.2	nan
ViPhOG4695	Twortvirinae	Subfamily	32.0	nan
ViPhOG10802	Bclasvirinae	Subfamily	43.9	nan
ViPhOG10488	Sepvirinae	Subfamily	132.7	110.7
ViPhOG10799	Bclasvirinae	Subfamily	187.0	nan
ViPhOG1186	Autographivirinae	Subfamily	70.0	54.0
ViPhOG8552	Betaherpesvirinae	Subfamily	34.7	nan
ViPhOG11371	Picovirinae	Subfamily	394.4	nan
ViPhOG1693	Chordopoxvirinae	Subfamily	35.0	nan
ViPhOG23347	Vequintavirinae	Subfamily	113.6	100.8
ViPhOG4417	Tevenvirinae	Subfamily	36.3	nan
ViPhOG25514	Peduovirinae	Subfamily	31.9	nan
ViPhOG5360	Autographivirinae	Subfamily	76.2	nan
ViPhOG16681	Arquatrovirinae	Subfamily	95.9	nan
ViPhOG4419	Tevenvirinae	Subfamily	40.6	nan
ViPhOG5894	Vequintavirinae	Subfamily	136.8	74.5
ViPhOG503	Orthocoronavirinae	Subfamily	133.4	nan
ViPhOG6649	Alphaherpesvirinae	Subfamily	34.1	nan
ViPhOG4511	Tevenvirinae	Subfamily	36.9	nan
ViPhOG19212	Klosneuvirinae	Subfamily	43.2	nan
ViPhOG30541	Autographivirinae	Subfamily	34.6	nan
ViPhOG1212	Cvivirinae	Subfamily	169.7	161.7
ViPhOG9969	Bclasvirinae	Subfamily	87.0	36.6
ViPhOG21832	Twortvirinae	Subfamily	96.5	nan
ViPhOG14430	Arquatrovirinae	Subfamily	56.3	nan
ViPhOG15069	Arquatrovirinae	Subfamily	32.7	nan
ViPhOG6033	Chordopoxvirinae	Subfamily	34.7	nan
ViPhOG11705	Sepvirinae	Subfamily	199.1	122.3
ViPhOG12561	Sepvirinae	Subfamily	621.6	nan
ViPhOG1837	Alphaherpesvirinae	Subfamily	119.7	nan
ViPhOG22786	Spounavirinae	Subfamily	115.5	110.8
ViPhOG12695	Parvovirinae	Subfamily	167.6	nan
ViPhOG6051	Chordopoxvirinae	Subfamily	33.0	nan
ViPhOG575	Sepvirinae	Subfamily	106.9	nan
ViPhOG6651	Alphaherpesvirinae	Subfamily	33.7	33.6
ViPhOG12546	Sepvirinae	Subfamily	163.3	nan
ViPhOG26336	Spinareovirinae	Subfamily	68.5	nan
ViPhOG6032	Chordopoxvirinae	Subfamily	56.1	nan
ViPhOG7060	Klosneuvirinae	Subfamily	127.5	nan
ViPhOG22090	Simarterivirinae	Subfamily	163.6	51.5
ViPhOG20393	Klosneuvirinae	Subfamily	34.7	nan
ViPhOG27679	Peduovirinae	Subfamily	217.9	nan
ViPhOG18708	Peduovirinae	Subfamily	366.8	nan
ViPhOG1338	Orthoretrovirinae	Subfamily	50.1	nan
ViPhOG26143	Peduovirinae	Subfamily	121.1	nan
ViPhOG11640	Guernseyvirinae	Subfamily	208.7	nan
ViPhOG4656	Tevenvirinae	Subfamily	220.6	nan
ViPhOG6644	Alphaherpesvirinae	Subfamily	40.0	37.3
ViPhOG12271	Klosneuvirinae	Subfamily	35.9	nan
ViPhOG22798	Tevenvirinae	Subfamily	39.6	nan
ViPhOG587	Sepvirinae	Subfamily	126.4	70.8
ViPhOG21874	Pclasvirinae	Subfamily	52.3	nan
ViPhOG860	Alphaherpesvirinae	Subfamily	61.6	nan
ViPhOG11547	Ounavirinae	Subfamily	346.5	51.5
ViPhOG2552	Chordopoxvirinae	Subfamily	45.2	nan
ViPhOG10815	Bclasvirinae	Subfamily	90.6	nan
ViPhOG824	Alphaherpesvirinae	Subfamily	255.1	nan
ViPhOG24765	Vequintavirinae	Subfamily	117.1	83.3
ViPhOG21547	Autographivirinae	Subfamily	112.4	36.3
ViPhOG1132	Gammaherpesvirinae	Subfamily	71.1	38.9
ViPhOG26994	Comovirinae	Subfamily	37.4	nan
ViPhOG21544	Spounavirinae	Subfamily	36.0	33.8
ViPhOG12547	Sepvirinae	Subfamily	117.8	nan
ViPhOG22960	Tevenvirinae	Subfamily	34.2	nan
ViPhOG13293	Bastillevirinae	Subfamily	140.0	40.3
ViPhOG28162	Comovirinae	Subfamily	63.3	nan
ViPhOG8854	Bullavirinae	Subfamily	550.8	230.2
ViPhOG4509	Tevenvirinae	Subfamily	261.4	41.8
ViPhOG2554	Chordopoxvirinae	Subfamily	192.3	151.1
ViPhOG9123	Mccleskeyvirinae	Subfamily	35.8	nan
ViPhOG3465	Chordopoxvirinae	Subfamily	330.8	117.3
ViPhOG3471	Chordopoxvirinae	Subfamily	319.0	111.4
ViPhOG12740	Quinvirinae	Subfamily	31.9	nan
ViPhOG24726	Ounavirinae	Subfamily	37.6	nan
ViPhOG6095	Peduovirinae	Subfamily	394.2	nan
ViPhOG4428	Tevenvirinae	Subfamily	139.1	40.1
ViPhOG3456	Chordopoxvirinae	Subfamily	365.7	126.1
ViPhOG830	Alphaherpesvirinae	Subfamily	90.7	nan
ViPhOG25703	Chordopoxvirinae	Subfamily	381.0	173.7
ViPhOG14528	Nclasvirinae	Subfamily	45.3	nan
ViPhOG1317	Parvovirinae	Subfamily	56.8	nan
ViPhOG9439	Twortvirinae	Subfamily	69.5	51.4
ViPhOG795	Alphaherpesvirinae	Subfamily	71.5	nan
ViPhOG28894	Bastillevirinae	Subfamily	194.1	170.8
ViPhOG11516	Ounavirinae	Subfamily	103.9	74.8
ViPhOG13523	Vequintavirinae	Subfamily	53.3	39.5
ViPhOG218	Calvusvirinae	Subfamily	41.0	nan
ViPhOG10822	Bclasvirinae	Subfamily	67.1	39.4
ViPhOG30216	Tunavirinae	Subfamily	31.5	nan
ViPhOG441	Procedovirinae	Subfamily	31.8	nan
ViPhOG14210	Arquatrovirinae	Subfamily	39.4	nan
ViPhOG29547	Bastillevirinae	Subfamily	62.9	60.2
ViPhOG1051	Gammaherpesvirinae	Subfamily	733.4	72.5
ViPhOG12500	Bclasvirinae	Subfamily	109.7	32.5
ViPhOG796	Alphaherpesvirinae	Subfamily	101.0	nan
ViPhOG8404	Ounavirinae	Subfamily	366.4	163.3
ViPhOG13774	Tunavirinae	Subfamily	43.0	nan
ViPhOG11714	Mccleskeyvirinae	Subfamily	104.4	nan
ViPhOG20780	Bastillevirinae	Subfamily	32.5	nan
ViPhOG816	Alphaherpesvirinae	Subfamily	70.3	nan
ViPhOG22028	Sepvirinae	Subfamily	154.4	nan
ViPhOG10971	Spounavirinae	Subfamily	32.9	nan
ViPhOG29156	Vequintavirinae	Subfamily	292.5	nan
ViPhOG16050	Bastillevirinae	Subfamily	87.0	73.9
ViPhOG1496	Chordopoxvirinae	Subfamily	246.4	50.1
ViPhOG4758	Alphaherpesvirinae	Subfamily	32.5	nan
ViPhOG13988	Mclasvirinae	Subfamily	176.9	nan
ViPhOG12667	Nclasvirinae	Subfamily	77.3	nan
ViPhOG21397	Autographivirinae	Subfamily	65.8	35.5
ViPhOG4810	Autographivirinae	Subfamily	34.4	nan
ViPhOG14795	Alphaherpesvirinae	Subfamily	32.5	nan
ViPhOG12538	Sepvirinae	Subfamily	115.9	nan
ViPhOG24267	Autographivirinae	Subfamily	37.6	nan
ViPhOG13000	Tevenvirinae	Subfamily	119.9	nan
ViPhOG25381	Mccleskeyvirinae	Subfamily	112.0	nan
ViPhOG10255	Sepvirinae	Subfamily	106.1	53.6
ViPhOG10251	Sepvirinae	Subfamily	149.2	nan
ViPhOG12696	Parvovirinae	Subfamily	35.7	nan
ViPhOG11815	Tevenvirinae	Subfamily	38.0	nan
ViPhOG1565	Chordopoxvirinae	Subfamily	101.0	53.0
ViPhOG20716	Eucampyvirinae	Subfamily	131.3	nan
ViPhOG26997	Comovirinae	Subfamily	46.3	39.3
ViPhOG10246	Sepvirinae	Subfamily	177.6	32.0
ViPhOG13613	Vequintavirinae	Subfamily	131.8	99.7
ViPhOG30365	Eucampyvirinae	Subfamily	33.2	nan
ViPhOG20967	Sepvirinae	Subfamily	1360.6	nan
ViPhOG18716	Arquatrovirinae	Subfamily	31.8	nan
ViPhOG12473	Nymbaxtervirinae	Subfamily	68.6	36.5
ViPhOG10040	Betaherpesvirinae	Subfamily	32.4	nan
ViPhOG23395	Parvovirinae	Subfamily	62.5	nan
ViPhOG22808	Tevenvirinae	Subfamily	60.2	47.0
ViPhOG15704	Pclasvirinae	Subfamily	117.8	106.9
ViPhOG10157	Betaherpesvirinae	Subfamily	185.3	nan
ViPhOG5822	Autographivirinae	Subfamily	34.2	nan
ViPhOG24273	Autographivirinae	Subfamily	32.4	nan
ViPhOG833	Alphaherpesvirinae	Subfamily	39.2	nan
ViPhOG282	Quinvirinae	Subfamily	31.2	nan
ViPhOG759	Peduovirinae	Subfamily	221.4	71.6
ViPhOG6075	Peduovirinae	Subfamily	88.0	nan
ViPhOG605	Sepvirinae	Subfamily	89.3	nan
ViPhOG20962	Sepvirinae	Subfamily	198.3	nan
ViPhOG27854	Sepvirinae	Subfamily	131.9	nan
ViPhOG11618	Guernseyvirinae	Subfamily	76.1	35.8
ViPhOG13790	Tunavirinae	Subfamily	251.4	35.3
ViPhOG4782	Alphaherpesvirinae	Subfamily	118.0	78.4
ViPhOG13208	Klosneuvirinae	Subfamily	336.9	nan
ViPhOG6106	Twortvirinae	Subfamily	141.0	54.4
ViPhOG18105	Tunavirinae	Subfamily	279.0	nan
ViPhOG11271	Mccleskeyvirinae	Subfamily	129.4	nan
ViPhOG1189	Autographivirinae	Subfamily	66.8	nan
ViPhOG22096	Simarterivirinae	Subfamily	148.6	40.0
ViPhOG1336	Orthoretrovirinae	Subfamily	112.8	nan
ViPhOG8572	Betaherpesvirinae	Subfamily	51.4	34.1
ViPhOG4653	Ounavirinae	Subfamily	131.0	121.3
ViPhOG25984	Klosneuvirinae	Subfamily	349.1	37.6
ViPhOG11098	Nclasvirinae	Subfamily	81.7	77.3
ViPhOG9705	Sepvirinae	Subfamily	246.3	42.4
ViPhOG1211	Autographivirinae	Subfamily	35.4	nan
ViPhOG1778	Alphaherpesvirinae	Subfamily	34.2	nan
ViPhOG4652	Tevenvirinae	Subfamily	48.3	45.0
ViPhOG24446	Sepvirinae	Subfamily	96.3	nan
ViPhOG4450	Tevenvirinae	Subfamily	110.6	108.2
ViPhOG523	Peduovirinae	Subfamily	107.4	76.8
ViPhOG14479	Pclasvirinae	Subfamily	36.9	nan
ViPhOG27348	Spinareovirinae	Subfamily	110.4	nan
ViPhOG23173	Arquatrovirinae	Subfamily	43.1	nan
ViPhOG27990	Nclasvirinae	Subfamily	189.2	nan
ViPhOG18135	Picovirinae	Subfamily	33.4	nan
ViPhOG870	Alphaherpesvirinae	Subfamily	38.2	32.8
ViPhOG1065	Gammaherpesvirinae	Subfamily	108.1	72.2
ViPhOG12452	Vequintavirinae	Subfamily	39.2	nan
ViPhOG14954	Picovirinae	Subfamily	62.2	nan
ViPhOG14648	Dclasvirinae	Subfamily	757.0	39.3
ViPhOG29392	Bastillevirinae	Subfamily	107.6	nan
ViPhOG1753	Alphaherpesvirinae	Subfamily	51.3	nan
ViPhOG16607	Sepvirinae	Subfamily	50.7	nan
ViPhOG13808	Tunavirinae	Subfamily	67.9	nan
ViPhOG5664	Guernseyvirinae	Subfamily	103.9	50.7
ViPhOG23500	Autographivirinae	Subfamily	60.2	nan
ViPhOG9128	Picovirinae	Subfamily	47.1	nan
ViPhOG27827	Klosneuvirinae	Subfamily	409.6	56.5
ViPhOG14237	Nymbaxtervirinae	Subfamily	44.7	31.6
ViPhOG20955	Sepvirinae	Subfamily	234.3	36.3
ViPhOG4916	Autographivirinae	Subfamily	207.0	nan
ViPhOG2511	Betairidovirinae	Subfamily	211.4	195.3
ViPhOG24341	Pclasvirinae	Subfamily	180.5	32.6
ViPhOG13952	Peduovirinae	Subfamily	192.7	109.7
ViPhOG3653	Autographivirinae	Subfamily	33.1	nan
ViPhOG14707	Dclasvirinae	Subfamily	258.5	nan
ViPhOG12455	Bclasvirinae	Subfamily	60.7	58.5
ViPhOG6285	Alphaherpesvirinae	Subfamily	32.3	nan
ViPhOG11303	Mccleskeyvirinae	Subfamily	105.8	nan
ViPhOG7138	Vequintavirinae	Subfamily	73.2	67.4
ViPhOG22038	Tevenvirinae	Subfamily	53.1	44.1
ViPhOG971	Bastillevirinae	Subfamily	32.2	nan
ViPhOG19813	Sepvirinae	Subfamily	131.8	nan
ViPhOG610	Tunavirinae	Subfamily	60.4	39.4
ViPhOG18199	Spounavirinae	Subfamily	34.0	nan
ViPhOG1339	Orthoretrovirinae	Subfamily	69.3	nan
ViPhOG11588	Ounavirinae	Subfamily	148.7	47.2
ViPhOG15697	Pclasvirinae	Subfamily	297.8	256.1
ViPhOG24420	Vequintavirinae	Subfamily	246.6	78.0
ViPhOG11112	Nclasvirinae	Subfamily	125.0	44.6
ViPhOG16917	Autographivirinae	Subfamily	35.4	nan
ViPhOG1548	Chordopoxvirinae	Subfamily	42.5	nan
ViPhOG18011	Peduovirinae	Subfamily	139.3	nan
ViPhOG780	Alphaherpesvirinae	Subfamily	107.4	nan
ViPhOG1337	Orthoretrovirinae	Subfamily	120.6	nan
ViPhOG1838	Alphaherpesvirinae	Subfamily	445.2	nan
ViPhOG1318	Parvovirinae	Subfamily	44.3	nan
ViPhOG31018	Twortvirinae	Subfamily	38.5	nan
ViPhOG8604	Sepvirinae	Subfamily	124.8	nan
ViPhOG23141	Spounavirinae	Subfamily	51.3	nan
ViPhOG12446	Chebruvirinae	Subfamily	447.5	34.5
ViPhOG4635	Tevenvirinae	Subfamily	37.7	32.8
ViPhOG26382	Peduovirinae	Subfamily	70.6	nan
ViPhOG3103	Peduovirinae	Subfamily	34.4	nan
ViPhOG1117	Gammaherpesvirinae	Subfamily	52.4	41.3
ViPhOG23636	Vequintavirinae	Subfamily	127.4	81.4
ViPhOG9462	Twortvirinae	Subfamily	37.7	nan
ViPhOG26156	Peduovirinae	Subfamily	72.1	nan
ViPhOG14859	Bclasvirinae	Subfamily	114.6	57.6
ViPhOG868	Alphaherpesvirinae	Subfamily	167.6	nan
ViPhOG1725	Chordopoxvirinae	Subfamily	42.4	41.5
ViPhOG20871	Tevenvirinae	Subfamily	401.7	nan
ViPhOG4744	Alphaherpesvirinae	Subfamily	38.6	nan
ViPhOG4901	Spounavirinae	Subfamily	93.9	nan
ViPhOG14269	Nymbaxtervirinae	Subfamily	84.7	nan
ViPhOG10156	Betaherpesvirinae	Subfamily	111.5	85.1
ViPhOG27346	Spinareovirinae	Subfamily	29.7	nan
ViPhOG11075	Bclasvirinae	Subfamily	103.0	80.3
ViPhOG12580	Sepvirinae	Subfamily	290.5	nan
ViPhOG489	Orthocoronavirinae	Subfamily	50.5	nan
ViPhOG8613	Sepvirinae	Subfamily	48.9	nan
ViPhOG9708	Sepvirinae	Subfamily	139.9	nan
ViPhOG1663	Chordopoxvirinae	Subfamily	87.1	nan
ViPhOG802	Alphaherpesvirinae	Subfamily	40.7	nan
ViPhOG26146	Peduovirinae	Subfamily	43.2	nan
ViPhOG4833	Tunavirinae	Subfamily	87.1	41.9
ViPhOG25505	Mccleskeyvirinae	Subfamily	32.4	nan
ViPhOG823	Alphaherpesvirinae	Subfamily	70.1	nan
ViPhOG14178	Bclasvirinae	Subfamily	36.0	nan
ViPhOG15547	Entomopoxvirinae	Subfamily	78.3	72.0
ViPhOG18178	Picovirinae	Subfamily	84.5	nan
ViPhOG20190	Klosneuvirinae	Subfamily	141.6	53.3
ViPhOG11624	Guernseyvirinae	Subfamily	69.8	42.9
ViPhOG4057	Betaherpesvirinae	Subfamily	147.2	nan
